date,value
2016-10-26,679.73
2016-10-27,688.59
2016-10-28,690.44
2016-10-29,720.4
2016-10-30,714.12
2016-10-31,709.29
2016-11-01,736.45
2016-11-02,740.83
2016-11-03,745.77
2016-11-04,706.93
2016-11-05,707.51
2016-11-06,714.26
2016-11-07,710.74
2016-11-08,712.99
2016-11-09,740.05
2016-11-10,723.02
2016-11-11,718.32
2016-11-12,717.15
2016-11-13,705.26
2016-11-14,706.28
2016-11-15,715.72
2016-11-16,747.62
2016-11-17,755.64
2016-11-18,752.88
2016-11-19,756.24
2016-11-20,755.48
2016-11-21,741.72
2016-11-22,753.87
2016-11-23,752.25
2016-11-24,746.83
2016-11-25,741.65
2016-11-26,742.21
2016-11-27,739.02
2016-11-28,738.01
2016-11-29,737.47
2016-11-30,747.93
2016-12-01,758.27
2016-12-02,781.3
2016-12-03,778.25
2016-12-04,773.87
2016-12-05,773.47
2016-12-06,765.62
2016-12-07,771.54
2016-12-08,774.7
2016-12-09,774.53
2016-12-10,777.09
2016-12-11,774.8
2016-12-12,781.92
2016-12-13,788.46
2016-12-14,782.03
2016-12-15,781.43
2016-12-16,785.03
2016-12-17,792.51
2016-12-18,794.74
2016-12-19,793.61
2016-12-20,801.34
2016-12-21,834.28
2016-12-22,875.78
2016-12-23,925.12
2016-12-24,923.48
2016-12-25,899.65
2016-12-26,913.18
2016-12-27,940.05
2016-12-28,975.92
2016-12-29,979.4
2016-12-30,972.53
2016-12-31,963.74
2017-04-28,135.98
2017-04-29,147.49
2017-04-30,146.93
2017-05-01,139.89
2017-05-02,125.6
2017-05-03,108.13
2017-05-04,115
2017-05-05,118.8
2017-05-06,124.66
2017-05-07,113.44
2017-05-08,115.78
2017-05-09,113.46
2017-05-10,122
2017-05-11,118.68
2017-05-12,117.45
2017-05-13,118.7
2017-05-14,119.8
2017-05-15,115.81
2017-05-16,118.76
2017-05-17,125.3
2017-05-18,125.25
2017-05-19,124.5
2017-05-20,123.62
2017-05-21,123
2017-05-22,124
2017-05-23,126.93
2017-05-24,133.85
2017-05-25,133.22
2017-05-26,136
2017-05-27,135.47
2017-05-28,130.58
2017-05-29,132.59
2017-05-30,132.25
2017-05-31,129.9
2017-06-01,129.78
2017-06-02,129.4
2017-06-03,122.5
2017-06-04,123.84
2017-06-05,123.47
2017-06-06,123.1
2017-06-07,119
2017-06-08,111.42
2017-06-09,108.99
2017-06-10,110.1
2017-06-11,109.6
2017-06-12,111.79
2017-06-13,110.3
2017-06-14,104.7
2017-06-15,103.7
2017-06-16,101.6
2017-06-17,102.21
2017-06-18,111.11
2017-06-19,110.22
2017-06-20,114.3
2017-06-21,114.99
2017-06-22,109.96
2017-06-23,108.8
2017-06-24,108.33
2017-06-25,106.47
2017-06-26,105.49
2017-06-27,104
2017-06-28,101.74
2017-06-29,99.99
2017-06-30,98.12
2017-07-01,97.66
2017-07-02,92.3
2017-07-03,90.98
2017-07-04,83.11
2017-07-05,80
2017-07-06,75
2017-07-07,74.56
2017-07-08,80
2017-07-09,78.3
2017-07-10,87
2017-07-11,90.28
2017-07-12,104
2017-07-13,98.25
2017-07-14,98.7
2017-07-15,101.9
2017-07-16,99.86
2017-07-17,99.97
2017-07-18,98.8
2017-07-19,95.2
2017-07-20,93.1
2017-07-21,91.95
2017-07-22,92
2017-07-23,96.82
2017-07-24,95.99
2017-07-25,97.33
2017-07-26,97.47
2017-07-27,97
2017-07-28,100.58
2017-07-29,102.5
2017-07-30,107.99
2017-07-31,111.34
2017-08-01,108
2017-08-02,108
2017-08-03,105.78
2017-08-04,105.95
2017-08-05,107.77
2017-08-06,107.38
2017-08-07,106.75
2017-08-08,106.75
2017-08-09,105.75
2017-08-10,103.9
2017-08-11,105.19
2017-08-12,108
2017-08-13,109.35
2017-08-14,115
2017-08-15,113.25
2017-08-16,112.3
2017-08-17,113.75
2017-08-18,114.69
2017-08-19,123.06
2017-08-20,123.01
2017-08-21,124.91
2017-08-22,123.5
2017-08-23,122
2017-08-24,121.39
2017-08-25,122.99
2017-08-26,122.75
2017-08-27,127.24
2017-08-28,127.32
2017-08-29,123.7
2017-08-30,135.75
2017-08-31,140.89
2017-09-01,145.81
2017-09-02,146.5
2017-09-03,138.34
2017-09-04,144.5
2017-09-05,131.44
2017-09-06,127.34
2017-09-07,125.94
2017-09-08,124.72
2017-09-09,129.06
2017-09-10,129.74
2017-09-11,137.83
2017-09-12,136.08
2017-09-13,137.58
2017-09-14,135.85
2017-09-15,131.44
2017-09-16,132.72
2017-09-17,132.76
2017-09-18,133.2
2017-09-19,131.77
2017-09-20,135.62
2017-09-21,128.61
2017-09-22,133.94
2017-09-23,132.72
2017-09-24,127.46
2017-09-25,129.69
2017-09-26,134.93
2017-09-27,134.74
2017-09-28,135.63
2017-09-29,140.61
2017-09-30,138.35
2017-10-01,134.63
2017-10-02,133.59
2017-10-03,123.63
2017-10-04,130.09
2017-10-05,130.44
2017-10-06,129.66
2017-10-07,130.27
2017-10-08,127.47
2017-10-09,131.75
2017-10-10,131.5
2017-10-11,131.81
2017-10-12,135.66
2017-10-13,138.66
2017-10-14,144.12
2017-10-15,145.39
2017-10-16,152.23
2017-10-17,147.42
2017-10-18,155.96
2017-10-19,177.48
2017-10-20,174.91
2017-10-21,184.82
2017-10-22,196.27
2017-10-23,213.62
2017-10-24,217.42
2017-10-25,198.87
2017-10-26,188.41
2017-10-27,196.44
2017-10-28,198.62
2017-10-29,204.79
2017-10-30,209.16
2017-10-31,205.18
2017-11-01,206.65
2017-11-02,207.76
2017-11-03,215.05
2017-11-04,231.01
2017-11-05,250.66
2017-11-06,263
2017-11-07,304.17
2017-11-08,338.66
2017-11-09,370.82
2017-11-10,350.7
2017-11-11,351.27
2017-11-12,362.81
2017-11-13,414.05
2017-11-14,425.9
2017-11-15,437.89
2017-11-16,450.26
2017-11-17,500.58
2017-11-18,703.78
2017-11-19,806.11
2017-11-20,599.65
2017-11-21,733.4
2017-11-22,780.85
2017-11-23,844.97
2017-11-24,807.36
2017-11-25,810.68
2017-11-26,928.54
2017-11-27,1001.96
2017-11-28,1077.56
2017-11-29,1146.97
2017-11-30,1156.14
2017-12-01,1133.08
2017-12-02,1055.42
2017-12-03,1096
2017-12-04,1156.12
2017-12-05,1154.36
2017-12-06,1042.38
2017-12-07,854.64
2017-12-08,802.51
2017-12-09,921.93
2017-12-10,997.23
2017-12-11,1001.58
2017-12-12,901.94
2017-12-13,941.79
2017-12-14,904.65
2017-12-15,886.16
2017-12-16,882.25
2017-12-17,754.83
2017-12-18,679.32
2017-12-19,707.23
2017-12-20,729.16
2017-12-21,654.27
2017-12-22,666.74
2017-12-23,680.91
2017-12-24,684.39
2017-12-25,682.7
2017-12-26,777.75
2017-12-27,777.51
2017-12-28,747.06
2017-12-29,748.61
2017-12-30,766.6
2017-12-31,760.58
2018-04-28,135.98
2018-04-29,147.49
2018-04-30,146.93
2018-05-01,139.89
2018-05-02,125.6
2018-05-03,108.13
2018-05-04,115
2018-05-05,118.8
2018-05-06,124.66
2018-05-07,113.44
2018-05-08,115.78
2018-05-09,113.46
2018-05-10,122
2018-05-11,118.68
2018-05-12,117.45
2018-05-13,118.7
2018-05-14,119.8
2018-05-15,115.81
2018-05-16,118.76
2018-05-17,125.3
2018-05-18,125.25
2018-05-19,124.5
2018-05-20,123.62
2018-05-21,123
2018-05-22,124
2018-05-23,126.93
2018-05-24,133.85
2018-05-25,133.22
2018-05-26,136
2018-05-27,135.47
2018-05-28,130.58
2018-05-29,132.59
2018-05-30,132.25
2018-05-31,129.9
2018-06-01,129.78
2018-06-02,129.4
2018-06-03,122.5
2018-06-04,123.84
2018-06-05,123.47
2018-06-06,123.1
2018-06-07,119
2018-06-08,111.42
2018-06-09,108.99
2018-06-10,110.1
2018-06-11,109.6
2018-06-12,111.79
2018-06-13,110.3
2018-06-14,104.7
2018-06-15,103.7
2018-06-16,101.6
2018-06-17,102.21
2018-06-18,111.11
2018-06-19,110.22
2018-06-20,114.3
2018-06-21,114.99
2018-06-22,109.96
2018-06-23,108.8
2018-06-24,108.33
2018-06-25,106.47
2018-06-26,105.49
2018-06-27,104
2018-06-28,101.74
2018-06-29,99.99
2018-06-30,98.12
2018-07-01,97.66
2018-07-02,92.3
2018-07-03,90.98
2018-07-04,83.11
2018-07-05,80
2018-07-06,75
2018-07-07,74.56
2018-07-08,80
2018-07-09,78.3
2018-07-10,87
2018-07-11,90.28
2018-07-12,104
2018-07-13,98.25
2018-07-14,98.7
2018-07-15,101.9
2018-07-16,99.86
2018-07-17,99.97
2018-07-18,98.8
2018-07-19,95.2
2018-07-20,93.1
2018-07-21,91.95
2018-07-22,92
2018-07-23,96.82
2018-07-24,95.99
2018-07-25,97.33
2018-07-26,97.47
2018-07-27,97
2018-07-28,100.58
2018-07-29,102.5
2018-07-30,107.99
2018-07-31,111.34
2018-08-01,108
2018-08-02,108
2018-08-03,105.78
2018-08-04,105.95
2018-08-05,107.77
2018-08-06,107.38
2018-08-07,106.75
2018-08-08,106.75
2018-08-09,105.75
2018-08-10,103.9
2018-08-11,105.19
2018-08-12,108
2018-08-13,109.35
2018-08-14,115
2018-08-15,113.25
2018-08-16,112.3
2018-08-17,113.75
2018-08-18,114.69
2018-08-19,123.06
2018-08-20,123.01
2018-08-21,124.91
2018-08-22,123.5
2018-08-23,122
2018-08-24,121.39
2018-08-25,122.99
2018-08-26,122.75
2018-08-27,127.24
2018-08-28,127.32
2018-08-29,123.7
2018-08-30,135.75
2018-08-31,140.89
2018-09-01,145.81
2018-09-02,146.5
2018-09-03,138.34
2018-09-04,144.5
2018-09-05,131.44
2018-09-06,127.34
2018-09-07,125.94
2018-09-08,124.72
2018-09-09,129.06
2018-09-10,129.74
2018-09-11,137.83
2018-09-12,136.08
2018-09-13,137.58
2018-09-14,135.85
2018-09-15,131.44
2018-09-16,132.72
2018-09-17,132.76
2018-09-18,133.2
2018-09-19,131.77
2018-09-20,135.62
2018-09-21,128.61
2018-09-22,133.94
2018-09-23,132.72
2018-09-24,127.46
2018-09-25,129.69
2018-09-26,134.93
2018-09-27,134.74
2018-09-28,135.63
2018-09-29,140.61
2018-09-30,138.35
2018-10-01,134.63
2018-10-02,133.59
2018-10-03,123.63
2018-10-04,130.09
2018-10-05,130.44
2018-10-06,129.66
2018-10-07,130.27
2018-10-08,127.47
2018-10-09,131.75
2018-10-10,131.5
2018-10-11,131.81
2018-10-12,135.66
2018-10-13,138.66
2018-10-14,144.12
2018-10-15,145.39
2018-10-16,152.23
2018-10-17,147.42
2018-10-18,155.96
2018-10-19,177.48
2018-10-20,174.91
2018-10-21,184.82
2018-10-22,196.27
2018-10-23,213.62
2018-10-24,217.42
2018-10-25,198.87
2018-10-26,188.41
2018-10-27,196.44
2018-10-28,198.62
2018-10-29,204.79
2018-10-30,209.16
2018-10-31,205.18
2018-11-01,206.65
2018-11-02,207.76
2018-11-03,215.05
2018-11-04,231.01
2018-11-05,250.66
2018-11-06,263
2018-11-07,304.17
2018-11-08,338.66
2018-11-09,370.82
2018-11-10,350.7
2018-11-11,351.27
2018-11-12,362.81
2018-11-13,414.05
2018-11-14,425.9
2018-11-15,437.89
2018-11-16,450.26
2018-11-17,500.58
2018-11-18,703.78
2018-11-19,806.11
2018-11-20,599.65
2018-11-21,733.4
2018-11-22,780.85
2018-11-23,844.97
2018-11-24,807.36
2018-11-25,810.68
2018-11-26,928.54
2018-11-27,1001.96
2018-11-28,1077.56
2018-11-29,1146.97
2018-11-30,1156.14
2018-12-01,1133.08
2018-12-02,1055.42
2018-12-03,1096
2018-12-04,1156.12
2018-12-05,1154.36
2018-12-06,1042.38
2018-12-07,854.64
2018-12-08,802.51
2018-12-09,921.93
2018-12-10,997.23
2018-12-11,1001.58
2018-12-12,901.94
2018-12-13,941.79
2018-12-14,904.65
2018-12-15,886.16
2018-12-16,882.25
2018-12-17,754.83
2018-12-18,679.32
2018-12-19,707.23
2018-12-20,729.16
2018-12-21,654.27
2018-12-22,666.74
2018-12-23,680.91
2018-12-24,684.39
2018-12-25,682.7
2018-12-26,777.75
2018-12-27,777.51
2018-12-28,747.06
2018-12-29,748.61
2018-12-30,766.6
2018-12-31,760.58
